IIO_INEFFICIENT_INDEX_OF,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/SpringBootUnity/core/src/main/java/info/xiaomo/core/untils/CharUtil.java,123,"                p = text.indexOf(""%"", p);
"
IIO_INEFFICIENT_INDEX_OF,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/SpringBootUnity/core/src/main/java/info/xiaomo/core/untils/CharUtil.java,138,"        int p = text.indexOf(""%"");
"
DMI_RANDOM_USED_ONLY_ONCE,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/SpringBootUnity/redis/src/main/java/info/xiaomo/redis/job/TaskJob.java,38,"        int index = new Random().nextInt(LIST.size());
"
IIO_INEFFICIENT_LAST_INDEX_OF,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/SpringBootUnity/core/src/main/java/info/xiaomo/core/untils/FileUtil.java,474,"        int index = filename.lastIndexOf(""."");
"
