project name,pattern,spotbugs path,spotbugs lineno,rbugs path,rbugs lineno
biojava,VA_FORMAT_STRING_USES_NEWLINE,org/biojava/nbio/structure/domain/pdp/GetDistanceMatrix.java,42,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/domain/pdp/GetDistanceMatrix.java,42
biojava,DM_NUMBER_CTOR,org/biojava/nbio/structure/io/EntityFinder.java,137,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/io/EntityFinder.java,137
biojava,IIO_INEFFICIENT_INDEX_OF,org/biojava/nbio/structure/io/PDBBioAssemblyParser.java,154,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/io/PDBBioAssemblyParser.java,154
biojava,DM_NUMBER_CTOR,org/biojava/nbio/structure/io/PDBFileParser.java,2013,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/io/PDBFileParser.java,2013
biojava,DM_NUMBER_CTOR,org/biojava/nbio/structure/io/PDBFileParser.java,1720,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/io/PDBFileParser.java,1720
biojava,DM_NUMBER_CTOR,org/biojava/nbio/structure/io/PDBFileParser.java,2070,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/io/PDBFileParser.java,2070
biojava,IIO_INEFFICIENT_INDEX_OF,org/biojava/nbio/structure/quaternary/BioAssemblyTools.java,53,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/quaternary/BioAssemblyTools.java,53
biojava,IIO_INEFFICIENT_LAST_INDEX_OF,org/biojava/nbio/structure/quaternary/BioAssemblyTools.java,54,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-structure/src/main/java/org/biojava/nbio/structure/quaternary/BioAssemblyTools.java,54
biojava,IIO_INEFFICIENT_LAST_INDEX_OF,org/biojava/nbio/phosphosite/Dataset.java,126,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-modfinder/src/main/java/org/biojava/nbio/phosphosite/Dataset.java,126
biojava,IIO_INEFFICIENT_LAST_INDEX_OF,org/biojava/nbio/phosphosite/Dataset.java,84,/home/codegex/Documents/workspace/codegex/rbugs_experiments/top100repos/biojava/biojava-modfinder/src/main/java/org/biojava/nbio/phosphosite/Dataset.java,84
